onset_step,onset_is_pseudo,post_onset_rmse,post_onset_peak,post_onset_mae,post_onset_rmse_yaw,post_onset_peak_yaw,rmse_pos,peak_pos,mae_pos,rmse_yaw,peak_yaw,n_steps,task_final_defined,task_spec_version,task_success_declared,completion_time_declared,time_to_task_tol_declared,final_pos_err_to_target_declared,final_yaw_err_to_target_declared,frac_time_at_goal_declared,task_held_at_end_declared,progress_category_declared,departed_after_entering_declared,task_success,completion_time,time_to_task_tol,final_pos_err_to_target,final_yaw_err_to_target,frac_time_at_goal,task_held_at_end,progress_category,departed_after_entering,declared_not_achieved,achieved_not_declared,diag_recovery_mode,diag_recovery_success,diag_recovery_time,diag_tolerance_m,src_mpc_primary,src_mpc_replacement,src_m5_feedback,src_fallback_first_screen,src_fallback_repeated_check,src_fallback_command_admissibility,src_fallback_solver,src_fallback_deadline,src_supervisor_operating_radius,src_supervisor_no_passing_fallback,src_supervisor_preaction_ineligible_other,src_supervisor_posteligibility_failure,action_src_sum,share_mpc,share_repair_replacement,share_fallback,share_supervisor,share_m5_feedback,rej_first_screen,rej_repeated_check,rej_command_admissibility,rej_fallback_screen,seed_raw_mpc,seed_projected_mpc,seed_p_error,seed_feedback,seed_not_applicable,projection_rate,compensation_rate,effort_force_mean,effort_moment_mean,command_rate_norm,duty_on_time_mean_s,pulse_count_mean,saturation_frac,impulse_proxy_Ns,accel_p95,decision_ms_p50,decision_ms_p95,decision_ms_p99,decision_ms_max,solve_ms_p95,deadline_miss_rate,supervisor_intervention,no_passing_fallback,solver_failure,repair_search_failure,deadline_overrun,numerical_anomaly,episode_deadline_censored,gate_on_frac,n_fault_skips,method,model_seed,seeded,family,condition,ep_seed,N,checkpoint_sha256,feat_mask,repair,reference_version
196,True,0.3666837631573836,1.0593894012658265,0.2679144788525083,0.07169824723976106,0.14233970042215205,0.8098229362325221,2.0,0.584277042611653,0.06171798788396599,0.14233970042215205,600,True,task_success_v2,True,37.5,15.8,0.05100643124008068,3.960704189381945e-06,0.4066666666666667,True,task_success,True,True,27.400000000000002,5.7,0.09639210803751362,0.008434112003997463,0.5033333333333333,True,task_success,True,False,False,healthy,False,nan,0.662,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30666666666666664,0.2733333333333333,0.021666666666666667,0.3983333333333333,0.0,0.6783333333333333,0.07333333333333333,1.1661260658470771,0.04782244190358213,0.7283100551939861,0.14063907199295572,3.98,0.4008333333333333,101.2601318349281,0.05518442631765169,8.34234501235187,10.114028141833836,17.068047004286196,27.543334057554603,0.26575725,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800000,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
158,True,0.4718712593344267,1.169460407900647,0.3573012083487851,0.1504234788504402,0.20758004402628183,0.8096751772818357,2.0,0.5970997760318976,0.13684805091371408,0.20758004402628183,600,True,task_success_v2,True,36.800000000000004,18.900000000000002,0.08114515766539127,0.008598439138009535,0.40166666666666667,True,task_success,True,True,34.0,16.1,0.31843911627074345,0.1257448309005147,0.4683333333333333,True,task_success,False,False,False,healthy,False,nan,0.662,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30666666666666664,0.275,0.035,0.38333333333333336,0.0,0.68,0.03666666666666667,1.170405020482409,0.0529887690424075,0.6227088761984517,0.14523477460322526,3.993333333333333,0.42354166666666665,104.56903771432219,0.05259899271419085,8.454435504972935,9.666917531285435,15.12416794663295,23.165536113083363,0.265117,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800001,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
190,True,0.5197491160798658,1.43591558596194,0.36652883650608425,0.03328304667470735,0.08370025970621242,0.8786492907054455,2.0,0.6526186838120591,0.044954520327102225,0.12494367249133997,600,True,task_success_v2,True,46.900000000000006,25.8,0.047774364806592216,0.01840395280109696,0.30333333333333334,True,task_success,True,True,28.400000000000002,7.300000000000001,0.12228246473066706,0.038002004936215965,0.47833333333333333,True,task_success,True,False,False,healthy,False,nan,0.662,0.30666666666666664,0.6933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31166666666666665,0.26666666666666666,0.023333333333333334,0.3983333333333333,0.0,0.6766666666666666,0.05333333333333334,1.1907885574794461,0.04418873449919009,0.6373524028420563,0.1445079481651315,3.9883333333333333,0.41833333333333333,104.04572267889466,0.05795694249706255,9.049299987964332,15.401219564955682,15.737109712790698,23.21837702766061,0.28158605,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800002,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
151,True,0.5154037677029856,1.0481235631255323,0.4259328548929321,0.17824519328085664,0.31284949570702425,0.8088818208110728,2.0,0.6313439451689501,0.1647220980753509,0.31284949570702425,600,True,task_success_v2,True,44.5,27.3,0.025004708928048205,0.0814888290963113,0.25166666666666665,False,task_success,True,True,27.3,10.100000000000001,0.3348284173075997,0.22563585050559623,0.30333333333333334,False,task_success,True,False,False,healthy,False,nan,0.662,0.30666666666666664,0.6933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31166666666666665,0.275,0.025,0.3883333333333333,0.0,0.6716666666666666,0.06666666666666667,1.15041925290754,0.05964374670316337,0.6070381222040768,0.143532534757155,3.9916666666666667,0.41375,103.3434250251516,0.051672192392206426,13.40831455308944,15.766621648799628,16.12676811870187,43.59188210219145,0.41898225,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800003,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
191,True,0.5021165266950836,1.1314295837654502,0.4345927736301539,0.07442432645450867,0.13638911915671278,0.8416809837233521,2.0,0.6805990670214022,0.06994365765294387,0.13638911915671278,600,True,task_success_v2,True,41.1,19.900000000000002,0.04498388291863877,0.09473804310086088,0.23166666666666666,False,task_success,True,True,26.3,5.1000000000000005,0.2938370716119657,0.12647147744776843,0.37666666666666665,True,task_success,True,False,False,healthy,False,nan,0.662,0.3416666666666667,0.6583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.24833333333333332,0.011666666666666667,0.395,0.0,0.6433333333333333,0.05,1.1807684548327086,0.04711013850313108,0.5500118745426626,0.14346772818174355,3.99,0.41354166666666664,103.29676429085534,0.05806728567998737,8.605676586739719,9.879770246334372,16.12247552489861,27.26290700957179,0.27576185,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800004,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
180,True,0.5169149278172097,1.308155655508692,0.3921401934269163,0.15610144008673776,0.24598267110495353,0.8322924156186914,2.0,0.6369549746588945,0.13603692879907026,0.24598267110495353,600,True,task_success_v2,True,39.800000000000004,19.700000000000003,0.08540288547995444,0.009628960223683567,0.2916666666666667,True,task_success,True,True,27.900000000000002,7.800000000000001,0.17481558993938534,0.0750876569967458,0.4633333333333333,True,task_success,True,False,False,healthy,False,nan,0.662,0.3283333333333333,0.6716666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6716666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.23666666666666666,0.015,0.415,0.0,0.6566666666666666,0.055,1.1911787616324796,0.043474842058416965,0.6197886166881849,0.14350872094652373,3.9916666666666667,0.41458333333333336,103.32627908149708,0.05581103747361551,8.49139248020947,9.56897031283006,16.262438187841322,22.868094965815544,0.26839165,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800005,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
158,True,0.6241210137957954,1.396083540826378,0.47397520051324926,0.1506010883198532,0.2957188699408255,0.8865785405768641,2.0,0.6842238600160716,0.1307942219400006,0.2957188699408255,600,True,task_success_v2,True,47.1,29.200000000000003,0.03071074101166655,0.05211735679912601,0.28,True,task_success,True,True,27.8,9.9,0.10968206158889633,0.2957188699408255,0.3883333333333333,False,task_success,True,False,False,healthy,False,nan,0.662,0.3283333333333333,0.6716666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6716666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.215,0.03833333333333333,0.41333333333333333,0.0,0.6483333333333333,0.04666666666666667,1.191664189188234,0.041532531207523406,0.5796679661256906,0.14340129143785807,3.9916666666666667,0.415,103.24892983525781,0.05947006956430843,8.464664104394615,9.564281918574125,15.842929314821959,22.869399981573224,0.26545074999999996,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800006,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
176,True,0.35579761165431606,1.0135380297790275,0.287631878016186,0.06751661933268872,0.11736425262385586,0.7619559806390995,2.0,0.554796901137618,0.058029909674607666,0.11736425262385586,600,True,task_success_v2,True,34.800000000000004,15.100000000000001,0.06186458587773684,0.0031554173130041037,0.47833333333333333,True,task_success,True,True,25.1,5.4,0.2648604228087204,0.05314299955363033,0.6166666666666667,True,task_success,False,False,False,healthy,False,nan,0.662,0.2866666666666667,0.7133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.25666666666666665,0.02,0.42833333333333334,0.0,0.695,0.06166666666666667,1.1249833624759213,0.059706376372646766,0.70439235333221,0.13820777995948888,3.97,0.38895833333333335,99.50960157083198,0.061819845890758555,8.361866930499673,9.636673703789711,15.702421974856398,23.0199689976871,0.2653793,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800007,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
186,True,0.5784993944658514,1.2700871267885399,0.5076028256130659,0.12191436088078886,0.19094537515003074,0.8822406681424467,2.0,0.7310065347792304,0.11681692611463267,0.19094537515003074,600,True,task_success_v2,True,48.7,28.0,0.00625425355095097,0.03200404169563265,0.29,True,task_success,True,True,29.200000000000003,8.5,0.3542926665603841,0.0595972786410206,0.10833333333333334,False,task_success,True,False,False,healthy,False,nan,0.662,0.315,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32166666666666666,0.23666666666666666,0.03166666666666667,0.41,0.0,0.6583333333333333,0.055,1.1606952587931831,0.052719060173194124,0.6525280928288276,0.1430167273158616,3.99,0.41125,102.97204366742035,0.05346321432793442,8.170104469172657,9.972423501312731,16.550820691045367,26.097155176103115,0.26859164999999996,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800008,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
151,True,0.47350874747291055,1.08637484379283,0.3369898789445341,0.140083268233215,0.20634776339474792,0.7739927628163666,2.0,0.5540300497577879,0.12246611457143802,0.20634776339474792,600,True,task_success_v2,True,36.9,19.700000000000003,0.029669269819474473,0.015537394376759689,0.405,False,task_success,True,True,25.400000000000002,8.200000000000001,0.06387716990064332,0.13166122096461264,0.485,True,task_success,True,False,False,healthy,False,nan,0.662,0.2916666666666667,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.24166666666666667,0.03833333333333333,0.42,0.0,0.6866666666666666,0.065,1.1650964277072118,0.0496030723889933,0.6711345132226912,0.14234526971626488,3.985,0.40958333333333335,102.48859419571072,0.06117022307923607,8.392763556912541,9.475543058943003,9.894663465674967,23.090479895472527,0.2739434,0.0,False,False,False,True,False,False,False,1.0,0,M0,,False,step,healthy,800009,12,b8ae316c9af6589c19dd2071c086325f27abdd25f38200f3dcd58f0fa2c20df8,full,True,step
